"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipLaunchKernel",1,236124153,236124153,65.23871804946671
"hipMallocManaged",2,119203918,59601959,32.93483829582546
"hipFree",3,5550718,1850239,1.5336073077373822
"hipDeviceSynchronize",1,842847,842847,0.23287011130893867
"hipMalloc",1,215809,215809,0.05962584650769445
"__hipPushCallConfiguration",1,711,711,0.00019644211718218774
"__hipPopCallConfiguration",1,521,521,0.00014394703664123744
